ref_area,indicator,source,sex,classif1,classif2,time,obs_value,obs_status,note_classif,note_indicator,note_source
CRI,EAP_DWAP_SEX_AGE_MTS_RT,BX:7407,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_X,2009,43.09,B,,I11:264,R1:3513
DJI,EAP_DWAP_SEX_AGE_MTS_RT,BX:15732,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2017,18.21,B,,I11:264,R1:3513_T2:239_T3:240
DJI,EAP_DWAP_SEX_AGE_MTS_RT,BX:15732,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2017,18.03,B,,I11:264,R1:3513_T2:239_T3:240
DJI,EAP_DWAP_SEX_AGE_MTS_RT,BX:15732,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2017,16.43,B,,I11:264,R1:3513_T2:239_T3:240
DJI,EAP_DWAP_SEX_AGE_MTS_RT,BX:15732,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2017,20.41,B,,I11:264,R1:3513_T2:239_T3:240
DJI,EAP_DWAP_SEX_AGE_MTS_RT,BX:15732,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2017,38.39,B,,I11:264,R1:3513_T2:239_T3:240
DJI,EAP_DWAP_SEX_AGE_MTS_RT,BX:15732,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_X,2017,19.13,B,,I11:264,R1:3513_T2:239_T3:240
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2015,48.33,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2015,34.65,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2015,52.22,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2015,51.18,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2015,20.78,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2015,63.97,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_X,2015,31.54,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2016,49.03,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2016,35.16,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2016,54.87,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2016,51.73,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2016,22.53,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2016,63.66,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_X,2016,,U,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2017,49.21,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2017,34.84,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2017,53.72,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2017,52.51,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2017,22,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2017,62.83,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2018,50.49,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2018,33.17,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2018,54.71,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2018,55.23,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2018,21.43,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2018,65.58,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2019,52.8,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2019,34.2,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2019,57.28,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2019,56.99,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2019,22.29,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2019,69.04,,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_X,2019,,U,,,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2020,47.69,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2020,30.84,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2020,52.59,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2020,51.14,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2020,19.76,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:13413,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2020,63.15,B,,I11:264,R1:3513_S14:6032
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2000,39.98,B,,I11:264,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2000,38.23,B,,I11:264,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2000,42.99,B,,I11:264,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2000,37.36,B,,I11:264,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2000,18.96,B,,I11:264,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2000,58.74,B,,I11:264,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2001,38.57,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2001,37.02,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2001,41.69,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2001,34.72,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2001,21.23,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2001,57.05,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2002,40.16,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2002,37.96,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2002,43.5,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2002,37.1,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2002,21.58,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2002,55.44,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2003,39.27,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2003,34.47,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2003,44.78,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2003,34.68,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2003,22.56,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2003,55.74,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2004,39.23,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2004,34.05,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2004,43.6,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2004,36.2,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2004,21.29,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2004,55.12,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2005,39.78,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2005,34.09,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2005,44.17,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2005,37.62,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2005,21.44,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2005,55.55,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2006,40.7,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2006,33.77,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2006,44.49,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2006,39.15,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2006,22.27,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2006,57.53,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2007,40.36,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2007,33.94,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2007,43.96,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2007,40.21,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2007,19.71,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2007,55.92,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2008,41.96,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2008,36.13,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2008,48.25,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2008,41.06,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2008,21.37,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2008,55.99,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2009,39.02,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2009,29.03,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2009,45.15,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2009,38.71,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2009,19.47,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2009,55.99,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2010,41.73,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2010,33.43,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2010,46.48,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2010,41.13,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2010,21.17,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2010,57.97,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2011,43.73,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2011,33.78,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2011,49.72,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2011,45.38,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2011,21.53,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2011,57.69,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2012,45.28,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2012,35.83,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2012,48.38,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2012,44.23,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2012,23.18,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2012,63.17,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2013,45.15,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2013,36.26,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2013,51.11,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2013,43.85,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2013,23.11,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2013,60.7,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2014,45.45,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2014,36.86,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2014,49.46,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2014,47.81,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2014,18.88,,,,R1:3513
DOM,EAP_DWAP_SEX_AGE_MTS_RT,BA:3,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2014,62.04,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2005,51.97,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2005,51.07,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2005,54.93,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2005,44.54,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2005,39.06,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2005,68.97,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2006,52.81,B,,I11:264,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2006,52.47,B,,I11:264,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2006,57.21,B,,I11:264,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2006,41.32,B,,I11:264,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2006,40.11,B,,I11:264,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2006,67.37,B,,I11:264,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2007,52.11,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2007,50.51,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2007,55.46,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2007,42.39,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2007,39.73,,,,R1:3513
ECU,EAP_DWAP_SEX_AGE_MTS_RT,BA:19,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2007,70.07,,,,R1:3513
