ref_area,indicator,source,sex,classif1,classif2,time,obs_value,obs_status,note_classif,note_indicator,note_source
MMR,EAP_DWAP_SEX_AGE_MTS_RT,BA:7009,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2019,30.67,,,,R1:3513_S14:4077
MMR,EAP_DWAP_SEX_AGE_MTS_RT,BA:7009,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2019,77.19,,,,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2013,54,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2013,35.44,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2013,66.83,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2013,49.33,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2013,30.56,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2013,74.36,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2014,54.5,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2014,32.23,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2014,67.68,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2014,51.13,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2014,32.69,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2014,70.45,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2015,54.03,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2015,32.63,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2015,66.4,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2015,57.24,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2015,30.17,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2015,71.04,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2016,52.93,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2016,33.46,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2016,64.33,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2016,55.55,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2016,30.63,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2016,66.19,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2017,53.95,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2017,33.42,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2017,66.75,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2017,50,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2017,30.96,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2017,63.96,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2018,52.15,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2018,32.7,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2018,64.26,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2018,56.87,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2018,29.6,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2018,63.48,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2019,53.42,B,,I11:264,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2019,36.76,B,,I11:264,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2019,65.25,B,,I11:264,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2019,55.47,B,,I11:264,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2019,26.92,B,,I11:264,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2019,71.71,B,,I11:264,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2020,51.81,,,,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2020,37.96,,,,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2020,62.73,,,,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2020,55.8,,,,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2020,26.06,,,,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BA:702,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2020,72.3,,,,R1:3513_S14:4077
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2010,48.08,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2010,26.35,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2010,63.74,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2010,63.89,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2010,28.92,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2010,66.93,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_X,2010,,U,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2012,50.42,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2012,29.62,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2012,65.39,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2012,53.25,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2012,31.61,,,,R1:3513
MNG,EAP_DWAP_SEX_AGE_MTS_RT,BB:7019,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2012,68.68,,,,R1:3513
MOZ,EAP_DWAP_SEX_AGE_MTS_RT,BB:8363,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2015,78.14,,,,R1:3513
MOZ,EAP_DWAP_SEX_AGE_MTS_RT,BB:8363,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2015,53.03,,,,R1:3513
MOZ,EAP_DWAP_SEX_AGE_MTS_RT,BB:8363,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2015,83.53,,,,R1:3513
MOZ,EAP_DWAP_SEX_AGE_MTS_RT,BB:8363,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_UNION,2015,85.12,,,,R1:3513
MOZ,EAP_DWAP_SEX_AGE_MTS_RT,BB:8363,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2015,80.41,,,,R1:3513
MOZ,EAP_DWAP_SEX_AGE_MTS_RT,BB:8363,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2015,85.98,,,,R1:3513
MOZ,EAP_DWAP_SEX_AGE_MTS_RT,BB:8363,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_X,2015,,U,,,R1:3513
MRT,EAP_DWAP_SEX_AGE_MTS_RT,BA:3506,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2012,28.03,B,,I11:264,R1:3513
MRT,EAP_DWAP_SEX_AGE_MTS_RT,BA:3506,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2012,18.14,B,,I11:264,R1:3513
MRT,EAP_DWAP_SEX_AGE_MTS_RT,BA:3506,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2012,31.37,B,,I11:264,R1:3513
MRT,EAP_DWAP_SEX_AGE_MTS_RT,BA:3506,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2012,22.02,B,,I11:264,R1:3513
MRT,EAP_DWAP_SEX_AGE_MTS_RT,BA:3506,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2012,38.15,B,,I11:264,R1:3513
MRT,EAP_DWAP_SEX_AGE_MTS_RT,BA:3506,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2017,27.22,,,,R1:3513_T2:239_T3:240
MRT,EAP_DWAP_SEX_AGE_MTS_RT,BA:3506,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2017,15.26,,,,R1:3513_T2:239_T3:240
MRT,EAP_DWAP_SEX_AGE_MTS_RT,BA:3506,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2017,30.69,,,,R1:3513_T2:239_T3:240
MRT,EAP_DWAP_SEX_AGE_MTS_RT,BA:3506,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2017,39.14,,,,R1:3513_T2:239_T3:240
MRT,EAP_DWAP_SEX_AGE_MTS_RT,BA:3506,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2017,23.25,,,,R1:3513_T2:239_T3:240
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2001,36.79,B,,I11:264,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2001,44.38,B,,I11:264,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2001,35.92,B,,I11:264,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2001,20.53,B,,I11:264,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2001,68.23,B,,I11:264,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2002,38.41,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2002,45.5,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2002,38.22,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2002,21.29,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2002,66.36,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2003,41.81,B,,I11:264,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2003,47.7,B,,I11:264,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2003,42.41,B,,I11:264,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2003,22.85,B,,I11:264,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2003,64.53,B,,I11:264,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2004,40.36,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2004,47.72,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2004,40.54,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2004,21.9,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2004,66.83,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2005,41.82,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2005,46.47,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2005,43.42,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2005,20.87,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2005,68.71,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2006,41.81,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2006,46.02,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2006,43.48,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2006,21.18,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2006,66.99,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2007,40.77,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2007,45,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2007,42.56,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2007,20.24,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2007,65.1,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2008,41.67,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2008,43.69,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2008,44.72,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2008,20.12,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2008,63.43,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2009,42.13,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2009,42.68,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2009,45.45,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2009,20.62,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2009,65.56,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2010,43.62,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2010,44.68,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2010,46.67,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2010,21.71,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2010,66.73,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2011,42.6,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2011,43.03,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2011,46.34,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2011,19.33,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2011,64.95,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2012,42.92,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2012,43.33,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2012,46.65,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2012,19.26,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2012,64.51,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2013,44.83,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2013,44.8,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2013,48.98,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2013,21.08,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2013,65.65,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2014,45.05,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2014,45.06,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_MRD,2014,48.81,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_WID,2014,22.23,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SEP,2014,67.14,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_TOTAL,2015,46.18,,,,R1:3513_T2:85
MUS,EAP_DWAP_SEX_AGE_MTS_RT,BA:82,SEX_F,AGE_10YRBANDS_TOTAL,MTS_DETAILS_SGLE,2015,48.13,,,,R1:3513_T2:85
